Date,Season,Month,Year,Service,Departure station,Arrival station,Average journey time,Number of scheduled trains,Number of cancelled trains,Number of trains delayed at departure,Average delay of late trains at departure,Average delay of all trains at departure,Number of trains delayed at arrival,Average delay of late trains at arrival,Average delay of all trains at arrival,Number of trains delayed > 15min,Average delay of trains > 15min (if competing with flights),Number of trains delayed > 30min,Number of trains delayed > 60min,Pct delay due to external causes,Pct delay due to infrastructure,Pct delay due to traffic management,Pct delay due to rolling stock,Pct delay due to station management and equipment reuse,"Pct delay due to passenger handling (crowding, disabled persons, connections)",Punctuality,Arrival Delay Gap,Departure Delay Gap,Number of trains non delayed,Percent of trains delayed,Route
2021-12,Winter,12,2021,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,169.0,120,2,21,6.054761905,1.400297619,17,26.541176470588205,5.146130952,10,35.255,0,2,25.0,6.25,12.5,50.0,0.0,6.25,93.142311508,25.140878851588205,-25.140878851588205,101,14.166666666666666,SAINT ETIENNE CHATEAUCREUX → PARIS LYON
2022-01,Winter,1,2022,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,168.0,119,1,23,2.339855072,0.881497175,11,28.07575758,4.107062147,8,33.70625,3,1,9.090909091,0.0,18.18181818,27.27272727,9.090909091,36.36363636,95.11380896989778,27.194260405,-27.194260405,107,9.243697478991598,SAINT ETIENNE CHATEAUCREUX → PARIS LYON
2022-02,Winter,2,2022,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,167.0,98,0,23,2.339130435,0.981972789,9,15.59444444,2.523469388,4,17.85,0,7,0.0,22.22222222,33.33333333,33.33333333,0.0,11.11111111,96.51819727887074,14.612471651,-14.612471651,89,9.183673469387756,SAINT ETIENNE CHATEAUCREUX → PARIS LYON
2022-05,Spring,5,2022,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,168.0,119,0,0,1.683333333,0.747033898,16,18.58541667,5.057627118644071,10,21.40666667,1,0,18.75,18.75,18.75,25.0,6.25,12.5,93.9469781132792,17.838382772,-17.838382772,103,13.445378151260504,SAINT ETIENNE CHATEAUCREUX → PARIS LYON
2022-06,Summer,6,2022,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,171.0,114,1,3,7.650000000000001,1.785185185,24,32.83194444,10.87777778,20,36.73666667,0,3,12.5,29.166666666666703,16.66666667,25.0,12.5,4.166666666666671,88.3624756331579,31.046759255,-31.046759255,89,21.052631578947366,SAINT ETIENNE CHATEAUCREUX → PARIS LYON
2022-07,Summer,7,2022,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,169.0,119,0,32,4.157291667,1.609502924,36,28.93518519,11.32397661,21,51.29540020276708,11,3,13.88888889,5.555555555555561,33.33333333,22.22222222,13.88888889,11.11111111,86.76813274987396,27.325682265999998,-27.325682265999998,83,30.252100840336134,SAINT ETIENNE CHATEAUCREUX → PARIS LYON
2022-08,Summer,8,2022,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,,119,0,34,4.07254902,1.626754386,0,20.68412698,6.705409357,10,29.09333333333329,3,0,,218.65088787857883,28.57142857,23.80952381,0.0,9.523809524,96.36142337047198,19.057372594,-19.057372594,119,0.0,SAINT ETIENNE CHATEAUCREUX → PARIS LYON
2022-11,Autumn,11,2022,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,169.0,2681,0,8,3.91875,0.676950355,19,33.50350877,8.080141844,11,48.52272727,0,4,,21.05263158,10.52631579,31.57894737,72.0439601026586,5.263157895,98.38848313541192,32.826558415,-32.826558415,2662,0.7086907870197687,SAINT ETIENNE CHATEAUCREUX → PARIS LYON
2022-12,Winter,12,2022,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,172.0,120,10,18,11.84351852,2.489225589,14,28.84285714,5.188047138047139,9,51.29540020276708,3,1,23.07692308,7.692307692,15.38461538,38.46153846,15.38461538,75.91572970554272,91.21865881032548,26.353631551,-26.353631551,96,11.666666666666666,SAINT ETIENNE CHATEAUCREUX → PARIS LYON
2023-01,Winter,1,2023,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,,119,6,19,11.83596491,2.390757576,8,43.691874997499994,6.366515152,7,64.3547619,5,4,57.142857142857096,0.0,0.0,28.57142857,14.28571429,0.0,93.81286372116527,41.301117421499995,-41.301117421499995,105,6.722689075630252,SAINT ETIENNE CHATEAUCREUX → PARIS LYON
2023-05,Spring,5,2023,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,173.0,116,0,21,6.232539683,1.423132184,12,35.47777778,5.391091954,9,42.57407407,3,0,45.45454545,0.0,27.27272727,27.27272727,0.0,0.0,94.7049329501954,34.054645596,-34.054645596,104,10.344827586206897,SAINT ETIENNE CHATEAUCREUX → PARIS LYON
2023-07,Summer,7,2023,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,169.0,119,0,0,6.339166667,1.336494253,12,27.548611111000003,3.535201149,5,47.5,2,2,8.33333333,16.666666669999998,33.333333329999995,41.666666670000005,0.0,,96.13348888413026,26.212116858,-26.212116858,107,10.084033613445378,SAINT ETIENNE CHATEAUCREUX → PARIS LYON
2023-08,Summer,8,2023,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,169.0,2681,0,15,7.941111111,2.4590648498382905,15,32.475470517971125,4.267241379,11,32.56969697,124,0,6.666666670000001,20.0,33.333333329999995,33.333333329999995,,0.0,99.05380615833029,30.016405668132833,-30.016405668132833,2666,0.5594927265945543,SAINT ETIENNE CHATEAUCREUX → PARIS LYON
2023-09,Autumn,9,2023,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,169.0,116,0,17,5.012745098,1.106752874,17,19.01862745,4.327729885,9,346.4742866898222,1,0,0.0,35.294117650000004,17.64705882,29.41176471,11.76470588,5.88235294,94.02009099617815,17.911874576,-17.911874576,99,14.655172413793101,SAINT ETIENNE CHATEAUCREUX → PARIS LYON
2023-12,Winter,12,2023,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,168.0,118,2,16,5.241666667,1.03,0,16.425,3.558985507,6,20.60555556,0,0,0.0,7.14285714,64.28571429,,7.14285714,7.14285714,97.20344591832485,15.395000000000001,-15.395000000000001,116,0.0,SAINT ETIENNE CHATEAUCREUX → PARIS LYON
2024-01,Winter,1,2024,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,168.0,119,0,10,17.39900567186717,1.322268908,10,25.18166667,4.308543417,6,33.32777778,2,1,10.0,0.0,70.0,20.0,0.0,0.0,96.08863211957564,23.859397761999997,-23.859397761999997,109,8.403361344537815,SAINT ETIENNE CHATEAUCREUX → PARIS LYON
2024-02,Winter,2,2024,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,168.0,112,3,14,7.446428571,1.32211838,17,26.82254902,6.447507788,11,34.17272727,0,1,5.88235294,17.64705882,47.05882353,,72.0439601026586,5.88235294,91.87184394009523,25.50043064,-25.50043064,92,15.178571428571427,SAINT ETIENNE CHATEAUCREUX → PARIS LYON
2024-03,Spring,3,2024,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,168.0,114,0,11,4.287878788,0.750884956,11,34.70909091,5.091887906,6,51.875,4,2,18.18181818,,,9.09090909,0.0,18.18181818,95.6425800858421,33.958205954,-33.958205954,103,9.649122807017543,SAINT ETIENNE CHATEAUCREUX → PARIS LYON
2024-04,Spring,4,2024,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,168.0,112,0,9,118.28872062060988,0.734984985,19,43.691874997499994,8.698648649,12,61.59722222,124,2,21.05263158,15.78947368,36.84210526,15.78947368,5.26315789,5.26315789,91.94308236802382,42.9568900125,-42.9568900125,93,16.964285714285715,SAINT ETIENNE CHATEAUCREUX → PARIS LYON
2024-07,Summer,7,2024,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,1702.5938009787928,111,3,11,7.510606061,1.079127726,0,21.37564103,3.251557632,8,26.72291667,2,0,0.0,38.46153846,23.07692308,,72.0439601026586,0.0,96.21483048475676,20.296513304,-20.296513304,108,0.0,SAINT ETIENNE CHATEAUCREUX → PARIS LYON
2024-08,Summer,8,2024,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,167.0,120,1,11,3.383333333,0.6424501424999999,5,23.983333333000004,1.532051282,0,31.42777778,1,0,20.0,40.0,20.0,20.0,0.0,0.0,98.57799145300001,23.340883190500005,-23.340883190500005,114,4.166666666666666,SAINT ETIENNE CHATEAUCREUX → PARIS LYON
2024-09,Autumn,9,2024,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,168.0,115,0,17,1.737254902,0.541520468,13,32.475470517971125,6.286403509,260,54.66833333,7,2,,30.76923077,15.38461538,23.07692308,30.76923077,0.0,28.865309560094207,31.933950049971124,-31.933950049971124,102,11.304347826086957,SAINT ETIENNE CHATEAUCREUX → PARIS LYON
2024-12,Winter,12,2024,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,168.0,110,10,20,118.28872062060988,1.849537037,25,28.629333333,8.011265432,19,33.41403509,6,1,20.0,24.0,20.0,28.000000000000004,8.0,,85.3011527310303,26.779796296,-26.779796296,75,22.727272727272727,SAINT ETIENNE CHATEAUCREUX → PARIS LYON
2018-01,Winter,1,2018,National,ST MALO,PARIS MONTPARNASSE,158.0,92,0,2,1.225,0.0625,10,24.975,58.47323134889636,6,4.763978495,3,1,22.22222222,66.66666667,0.0,11.11111111,,75.91572970554272,86.1240266592419,24.9125,-24.9125,82,10.869565217391305,ST MALO → PARIS MONTPARNASSE
2018-02,Winter,2,2018,National,ST MALO,PARIS MONTPARNASSE,159.0,84,2,2,31.375,0.79004065,20,40.88833333,11.55,0,11.41084337,6,4,47.05882353,23.52941176,11.76470588,11.76470588,5.882352941,0.0,92.3607142857143,40.09829268,-40.09829268,62,23.809523809523807,ST MALO → PARIS MONTPARNASSE
2018-04,Spring,4,2018,National,ST MALO,PARIS MONTPARNASSE,159.0,81,10,0,3.584848485,-2.158187135,17,19.01372549,7.208479532,9,7.208479532,0,0,17.64705882,64.70588235,5.882352941,11.76470588,0.0,0.0,86.32945094219754,21.171912624999997,-21.171912624999997,54,20.98765432098765,ST MALO → PARIS MONTPARNASSE
2018-06,Summer,6,2018,National,ST MALO,PARIS MONTPARNASSE,172.0,88,0,29,7.008045977,3.433935743,13,32.475470517971125,4.808433735,5,4.808433735,1,0,33.33333333,218.65088787857883,8.333333333,8.333333333,8.333333333,0.0,94.5395034684091,29.041534774971126,-29.041534774971126,75,14.772727272727273,ST MALO → PARIS MONTPARNASSE
2018-08,Summer,8,2018,National,ST MALO,PARIS MONTPARNASSE,180.0,114,0,99,5.454377104,2.4590648498382905,4,14.70555556,3.645321637,260,3.645321637,2,2,33.33333333,0.0,0.0,,,,30.269639376289476,12.24649071016171,-12.24649071016171,110,3.508771929824561,ST MALO → PARIS MONTPARNASSE
2018-09,Autumn,9,2018,National,ST MALO,PARIS MONTPARNASSE,,90,0,4,10.15,0.500925926,0,12.65333333,2.931111111,1,51.29540020276708,0,0,0.0,0.0,25.0,25.0,50.0,0.0,99.17814814816667,12.152407404,-12.152407404,90,0.0,ST MALO → PARIS MONTPARNASSE
2018-11,Autumn,11,2018,National,ST MALO,PARIS MONTPARNASSE,170.0,73,1,11,3.28030303,0.602083333,11,26.76363636,5.860416667,7,5.860416667,3,0,9.090909091,45.45454545,18.18181818,190.4200842324105,0.0,9.090909091,92.58490772444976,26.161553027,-26.161553027,61,15.068493150684931,ST MALO → PARIS MONTPARNASSE
2018-12,Winter,12,2018,National,ST MALO,PARIS MONTPARNASSE,169.0,77,10,9,2.444444444,0.30995671,8,28.80416667,5.229220779,6,5.229220779,2,1,16.66666667,50.0,,0.0,72.0439601026586,16.66666667,89.51807359311039,28.49420996,-28.49420996,59,10.38961038961039,ST MALO → PARIS MONTPARNASSE
2019-02,Winter,2,2019,National,ST MALO,PARIS MONTPARNASSE,161.0,85,2,1,9.45,0.051204819,0,38.4,4.654216867,4,4.654216867,3,2,16.66666667,33.33333333,0.0,50.0,0.0,0.0,96.87135601236275,38.348795181,-38.348795181,83,0.0,ST MALO → PARIS MONTPARNASSE
2019-03,Spring,3,2019,National,ST MALO,PARIS MONTPARNASSE,161.0,91,0,6,12.45555556,0.782783883,15,28.39,5.634981685,260,51.29540020276708,6,0,20.0,,6.666666667,,0.0,6.666666667,10.049847374844315,27.607216117,-27.607216117,76,16.483516483516482,ST MALO → PARIS MONTPARNASSE
2019-04,Spring,4,2019,National,ST MALO,PARIS MONTPARNASSE,160.0,85,0,51,1.709477124,1.035098039,56,29.48666667,4.681960784,9,4.681960784,3,1,33.33333333,22.22222222,11.11111111,33.33333333,0.0,0.0,82.86673202619609,28.451568631,-28.451568631,29,65.88235294117646,ST MALO → PARIS MONTPARNASSE
2019-05,Spring,5,2019,National,ST MALO,PARIS MONTPARNASSE,158.0,87,10,0,1.599794239,1.4651341,5,43.33333333,8.604179754373616,2,51.29540020276708,1,1,20.0,40.0,0.0,0.0,0.0,40.0,92.12918843174232,41.86819923,-41.86819923,72,5.747126436781609,ST MALO → PARIS MONTPARNASSE
2019-07,Summer,7,2019,National,ST MALO,PARIS MONTPARNASSE,172.0,114,10,101,1.950990099,1.685672515,15,20.61888889,3.812134503,8,27.62083333,2,0,15.38461538,15.38461538,23.07692308,38.46153846,0.0,7.692307692,91.11903021441228,18.933216375,-18.933216375,89,13.157894736842104,ST MALO → PARIS MONTPARNASSE
2019-08,Summer,8,2019,National,ST MALO,PARIS MONTPARNASSE,172.0,111,0,76,2.138157895,1.34009009,10,22.34166667,2.96021021,7,26.5452381,3,0,30.0,20.0,0.0,30.0,10.0,10.0,95.81293793797298,21.00157658,-21.00157658,101,9.00900900900901,ST MALO → PARIS MONTPARNASSE
2019-09,Autumn,9,2019,National,ST MALO,PARIS MONTPARNASSE,164.0,91,3,0,1.471461187,1.160795455,0,43.691874997499994,3.076893939,5,51.58666667,2,2,16.66666667,33.33333333,0.0,33.33333333,16.66666667,0.0,96.52015137646704,42.531079542499995,-42.531079542499995,88,0.0,ST MALO → PARIS MONTPARNASSE
2019-11,Autumn,11,2019,National,ST MALO,PARIS MONTPARNASSE,158.0,79,1,68,17.39900567186717,1.62457265,56,24.23888889,58.47323134889636,10,29.71166667,5,1,33.33333333,26.66666667,198.7610364132147,20.0,13.33333333,6.666666667,71.77344878362275,22.614316239999997,-22.614316239999997,22,70.88607594936708,ST MALO → PARIS MONTPARNASSE
2020-01,Winter,1,2020,National,ST MALO,PARIS MONTPARNASSE,,69,3,58,3.458045977,3.018939394,7,32.475470517971125,5.076010101,0,35.9,2,1,0.0,42.85714286,0.0,42.85714286,14.28571429,0.0,95.38588237447101,29.456531123971125,-29.456531123971125,59,10.144927536231885,ST MALO → PARIS MONTPARNASSE
2020-03,Spring,3,2020,National,ST MALO,PARIS MONTPARNASSE,158.0,50,4,40,1.520416667,1.266304348,4,14.69166667,58.47323134889636,1,20.23333333,0,0,75.0,0.0,0.0,,25.0,0.0,84.85446144185062,13.425362322,-13.425362322,42,8.0,ST MALO → PARIS MONTPARNASSE
2020-05,Spring,5,2020,National,ST MALO,PARIS MONTPARNASSE,165.0,35,4,0,1.926785714,2.4590648498382905,1,19.9,-1.129569892,1,19.9,0,0,0.0,0.0,,0.0,0.0,0.0,94.18826164866667,17.440935150161707,-17.440935150161707,30,2.857142857142857,ST MALO → PARIS MONTPARNASSE
2020-06,Summer,6,2020,National,ST MALO,PARIS MONTPARNASSE,166.0,52,3,42,1.724206349,1.444557823,56,15.65,-0.631972789,1,19.55,0,0,0.0,100.0,0.0,0.0,0.0,0.0,75.68225187508975,14.205442177,-14.205442177,0,100.0,ST MALO → PARIS MONTPARNASSE
2020-08,Summer,8,2020,National,ST MALO,PARIS MONTPARNASSE,170.0,2681,0,82,1.647560976,0.979943503,0,32.1530303,4.478813559,10,34.21666667,4,1,27.27272727,27.27272727,27.27272727,18.18181818,0.0,,99.14163252818109,31.173086796999996,-31.173086796999996,2681,0.0,ST MALO → PARIS MONTPARNASSE
2020-10,Autumn,10,2020,National,ST MALO,PARIS MONTPARNASSE,160.0,62,1,33,4.9,2.522677596,0,43.691874997499994,10.63825137,11,42.68030303,5,1,36.84210526,,10.52631579,15.78947368,5.263157895,5.263157895,92.25921616951612,41.16919740149999,-41.16919740149999,61,0.0,ST MALO → PARIS MONTPARNASSE
2020-11,Autumn,11,2020,National,ST MALO,PARIS MONTPARNASSE,167.0,34,4,19,0.85877193,0.474444444,7,20.52619048,6.111666667,6,21.46111111,124,0,28.57142857,,0.0,14.28571429,0.0,14.28571429,84.8637418300098,20.051746036,-20.051746036,23,20.588235294117645,ST MALO → PARIS MONTPARNASSE
2021-01,Winter,1,2021,National,ST MALO,PARIS MONTPARNASSE,161.0,93,0,3,13.5,0.495604396,10,43.691874997499994,6.46959707,9,59.43518518518519,5,2,30.0,,0.0,40.0,0.0,10.0,93.86797038080644,43.1962706015,-43.1962706015,83,10.75268817204301,ST MALO → PARIS MONTPARNASSE
2021-02,Winter,2,2021,National,ST MALO,PARIS MONTPARNASSE,165.0,72,0,872,3.711904762,0.368287037,8,31.01875,2.410648148,6,36.84722222,3,1,12.5,218.65088787857883,0.0,12.5,0.0,,94.87600308644444,30.650462963000003,-30.650462963000003,64,11.11111111111111,ST MALO → PARIS MONTPARNASSE
2021-04,Spring,4,2021,National,ST MALO,PARIS MONTPARNASSE,165.0,84,10,2,1.833333333,-0.000546448,3,19.96111111,0.832513661,1,31.21666667,1,0,0.0,33.33333333,0.0,66.66666667,0.0,0.0,94.02791438983334,19.961657558000002,-19.961657558000002,71,3.571428571428571,ST MALO → PARIS MONTPARNASSE
2021-06,Summer,6,2021,National,ST MALO,PARIS MONTPARNASSE,,90,0,2,118.28872062060988,0.604444444,12,26.325,4.41037037,11,27.47121212,3,0,8.333333333,41.66666667,8.333333333,16.66666667,25.0,0.0,92.93160493833332,25.720555556,-25.720555556,78,13.333333333333334,ST MALO → PARIS MONTPARNASSE
2021-07,Summer,7,2021,National,ST MALO,PARIS MONTPARNASSE,168.0,114,0,0,17.39900567186717,0.548099415,15,31.438888888888904,58.47323134889636,10,40.56333333,6,1,26.66666667,13.33333333,13.33333333,6.666666667,13.33333333,26.66666667,84.99130354711376,30.890789473888905,-30.890789473888905,99,13.157894736842104,ST MALO → PARIS MONTPARNASSE
2021-09,Autumn,9,2021,National,ST MALO,PARIS MONTPARNASSE,160.0,90,0,5,11.24333333,4.35103021975,10,25.35666667,3.647565543,4,44.24583333,3,1,0.0,,12.5,50.0,12.5,0.0,95.83651685394445,21.005636450249998,-21.005636450249998,80,11.11111111111111,ST MALO → PARIS MONTPARNASSE
2021-10,Autumn,10,2021,National,ST MALO,PARIS MONTPARNASSE,1702.5938009787928,93,0,2,17.39900567186717,0.525362319,3,43.691874997499994,2.353623188,3,49.73333333,2,1,33.33333333,33.33333333,0.0,,0.0,0.0,97.99482624286021,43.16651267849999,-43.16651267849999,90,3.225806451612903,ST MALO → PARIS MONTPARNASSE
2021-12,Winter,12,2021,National,ST MALO,PARIS MONTPARNASSE,157.0,2681,0,4,27.62916667,1.206666667,56,29.16333333,4.628888889,8,33.46875,3,0,20.0,50.0,0.0,30.0,0.0,0.0,98.72124511305427,27.956666663,-27.956666663,2625,2.088772845953003,ST MALO → PARIS MONTPARNASSE
2022-02,Winter,2,2022,National,ST MALO,PARIS MONTPARNASSE,158.0,84,0,6,3.4527777777777806,0.184756098,56,18.79285714,3.484756098,5,20.63666667,0,0,14.28571429,28.57142857,0.0,42.85714286,0.0,,84.30015969795238,18.608101041999998,-18.608101041999998,28,66.66666666666666,ST MALO → PARIS MONTPARNASSE
2022-03,Spring,3,2022,National,ST MALO,PARIS MONTPARNASSE,158.0,93,0,5,3.59,0.128853047,9,29.21851852,3.702688172,5,41.44,2,1,22.22222222,22.22222222,198.7610364132147,22.22222222,0.0,,95.83449820789248,29.089665473,-29.089665473,84,9.67741935483871,ST MALO → PARIS MONTPARNASSE
2022-04,Spring,4,2022,National,ST MALO,PARIS MONTPARNASSE,159.0,90,0,5,5.933333333,0.280925926,10,15.361666666666702,2.239259259,3,21.516666666666698,0,0,10.0,40.0,20.0,20.0,0.0,10.0,96.40456790127777,15.080740740666702,-15.080740740666702,80,11.11111111111111,ST MALO → PARIS MONTPARNASSE
2022-06,Summer,6,2022,National,ST MALO,PARIS MONTPARNASSE,158.0,90,0,6,4.294444444,0.191666667,9,27.48148148,58.47323134889636,3,56.04999999999999,3,1,11.11111111,44.44444444,33.33333333,0.0,0.0,11.11111111,87.25446144185061,27.289814813,-27.289814813,81,10.0,ST MALO → PARIS MONTPARNASSE
2022-07,Summer,7,2022,National,ST MALO,PARIS MONTPARNASSE,152.0,121,0,13,15.67820513,1.640555556,17,32.30294118,5.75,0,34.81000000000001,7,2,29.41176471,5.882352941,5.882352941,29.41176471,0.0,29.41176471,96.23174931129478,30.662385624,-30.662385624,104,14.049586776859504,ST MALO → PARIS MONTPARNASSE
2022-08,Summer,8,2022,National,ST MALO,PARIS MONTPARNASSE,155.0,122,0,5,5.25,0.136338798,9,23.81666667,2.795081967,6,29.205555555555595,0,0,12.5,218.65088787857883,0.0,25.0,12.5,0.0,96.58333333336884,23.680327872,-23.680327872,113,7.377049180327869,ST MALO → PARIS MONTPARNASSE
2022-09,Autumn,9,2022,National,ST MALO,PARIS MONTPARNASSE,162.0,87,1,3,1.9722222222222203,-0.04745098,7,43.691874997499994,6.290588235294121,3,122.7111111,2,2,28.57142857,14.28571429,14.28571429,28.57142857,0.0,14.28571429,95.84812035158892,43.739325977499995,-43.739325977499995,79,8.045977011494253,ST MALO → PARIS MONTPARNASSE
2022-10,Autumn,10,2022,National,ST MALO,PARIS MONTPARNASSE,162.0,93,0,2,4.075,-0.027355072,11,31.63484848,5.287137681,9,35.96851852,124,1,18.18181818,218.65088787857883,0.0,,0.0,18.18181818,93.84999318219893,31.662203551999998,-31.662203551999998,82,11.827956989247312,ST MALO → PARIS MONTPARNASSE
2022-11,Autumn,11,2022,National,ST MALO,PARIS MONTPARNASSE,162.0,87,0,2,2.791666667,2.4590648498382905,13,34.08589744,6.167441860465121,7,52.23095238,4,1,23.07692308,,7.692307692,7.692307692,0.0,,93.5697941726811,31.626832590161705,-31.626832590161705,74,14.942528735632186,ST MALO → PARIS MONTPARNASSE
2022-12,Winter,12,2022,National,ST MALO,PARIS MONTPARNASSE,156.0,96,8,8,8.23125,0.8703947368421049,0,42.02152778,11.31622807,18,51.80740741,12,3,20.83333333,218.65088787857883,16.66666667,,0.0,20.83333333,89.155628655,41.15113304315789,-41.15113304315789,88,0.0,ST MALO → PARIS MONTPARNASSE
2023-01,Winter,1,2023,National,ST MALO,PARIS MONTPARNASSE,153.0,98,3,3,5.038888889,0.045054945,11,21.80606061,1.689194139,5,31.00666667,2,0,9.090909091,36.36363636,9.090909091,18.18181818,0.0,27.27272727,94.7184676435,21.761005665,-21.761005665,84,11.224489795918368,ST MALO → PARIS MONTPARNASSE
2023-02,Winter,2,2023,National,ST MALO,PARIS MONTPARNASSE,153.0,88,1,3,7.572222222,0.206875,0,34.44761905,3.168958333,5,43.34,2,0,14.28571429,42.85714286,0.0,42.85714286,0.0,,97.31274936874243,34.24074405,-34.24074405,87,0.0,ST MALO → PARIS MONTPARNASSE
2023-03,Spring,3,2023,National,ST MALO,PARIS MONTPARNASSE,152.0,97,10,0,8.95,0.186011905,3,13.25555556,1.188095238,0,0.0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,95.05971608576289,13.069543654999999,-13.069543654999999,84,3.0927835051546393,ST MALO → PARIS MONTPARNASSE
2023-04,Spring,4,2023,National,ST MALO,PARIS MONTPARNASSE,154.0,90,0,5,3.296666667,0.12125,9,29.55740741,4.610625,7,34.63095238,3,0,,22.222222220000003,11.11111111,33.333333329999995,11.11111111,0.0,94.89822916666667,29.43615741,-29.43615741,81,10.0,ST MALO → PARIS MONTPARNASSE
2023-05,Spring,5,2023,National,ST MALO,PARIS MONTPARNASSE,159.0,97,0,9,11.45,0.943127148,15,30.48,6.524226804,10,346.4742866898222,5,1,26.66666667,33.333333329999995,6.666666670000001,26.66666667,0.0,6.666666670000001,92.72706185569072,29.536872852000002,-29.536872852000002,82,15.463917525773196,ST MALO → PARIS MONTPARNASSE
2023-06,Summer,6,2023,National,ST MALO,PARIS MONTPARNASSE,153.0,94,0,4,6.9375,0.1882246376999999,8,43.691874997499994,5.921376811599999,7,57.59761905,2,1,12.5,75.0,12.5,0.0,0.0,0.0,95.07693365196738,43.50365035979999,-43.50365035979999,86,8.51063829787234,ST MALO → PARIS MONTPARNASSE
2023-07,Summer,7,2023,National,ST MALO,PARIS MONTPARNASSE,159.0,120,0,10,4.401666667,0.250833333,8,43.691874997499994,4.736527778,8,59.05,0,3,37.5,37.5,0.0,25.0,0.0,75.91572970554272,95.87724537033334,43.44104166449999,-43.44104166449999,112,6.666666666666667,ST MALO → PARIS MONTPARNASSE
2023-08,Summer,8,2023,National,ST MALO,PARIS MONTPARNASSE,159.0,130,0,7,13.86190476,0.657564103,12,23.2625,2.613974359,6,32.69444444,4,0,16.666666669999998,50.0,8.33333333,16.666666669999998,8.33333333,0.0,96.33356837606411,22.604935897,-22.604935897,118,9.230769230769232,ST MALO → PARIS MONTPARNASSE
2023-09,Autumn,9,2023,National,ST MALO,PARIS MONTPARNASSE,151.0,96,0,5,11.96333333,0.50122807,14,43.06904762,7.095614035,9,60.14814814799999,8,4,7.14285714,71.42857143,7.14285714,7.14285714,0.0,7.14285714,93.08823099416666,42.567819549999996,-42.567819549999996,82,14.583333333333334,ST MALO → PARIS MONTPARNASSE
2023-12,Winter,12,2023,National,ST MALO,PARIS MONTPARNASSE,149.0,98,0,4,16.5875,0.531802721,17,17.73627451,5.379591837,8,51.29540020276708,1,0,20.0,20.0,20.0,20.0,13.33333333,6.666666670000001,93.18503401356124,17.204471789000003,-17.204471789000003,81,17.346938775510203,ST MALO → PARIS MONTPARNASSE
2024-01,Winter,1,2024,National,ST MALO,PARIS MONTPARNASSE,149.0,98,0,872,31.31875,2.693040293,0,31.51666667,7.351648352,11,41.34090909,2,1,23.52941176,,23.52941176,5.88235294,5.88235294,,95.40737833589115,28.823626377,-28.823626377,98,0.0,ST MALO → PARIS MONTPARNASSE
2024-02,Winter,2,2024,National,ST MALO,PARIS MONTPARNASSE,149.0,98,4,872,5.396666667,2.4590648498382905,0,21.835,3.843445693,260,30.01,2,0,30.0,10.0,10.0,30.0,0.0,20.0,18.134935921914973,19.37593515016171,-19.37593515016171,94,0.0,ST MALO → PARIS MONTPARNASSE
2024-03,Spring,3,2024,National,ST MALO,PARIS MONTPARNASSE,154.0,96,0,4,60.42083333,2.323611111,14,42.17142857,7.357118056,9,58.67962963,0,4,,42.85714286,7.14285714,21.42857143,72.0439601026586,0.0,93.04464699066666,39.847817459000005,-39.847817459000005,82,14.583333333333334,ST MALO → PARIS MONTPARNASSE
2024-05,Spring,5,2024,National,ST MALO,PARIS MONTPARNASSE,153.0,100,0,4,20.57916667,0.627833333,7,30.06428571,3.551333333,6,32.65,1,1,14.28571429,14.28571429,0.0,42.85714286,0.0,28.57142857,96.20811111116666,29.436452377,-29.436452377,93,7.000000000000001,ST MALO → PARIS MONTPARNASSE
2024-07,Summer,7,2024,National,ST MALO,PARIS MONTPARNASSE,151.0,126,2,7,118.28872062060988,4.35103021975,22,43.691874997499994,10.52016129,17,67.7127451,10,7,36.36363636,18.18181818,18.18181818,18.18181818,4.5454545500000005,,90.07203661039682,39.34084477774999,-39.34084477774999,102,17.46031746031746,ST MALO → PARIS MONTPARNASSE
